Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p013,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,3,,,
p013,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,3,,,
p013,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,3,,,
p013,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,3,,,
p013,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,3,,,
p013,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,3,,,
p013,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,3,,,
p013,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,3,,,
p013,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,3,,,
p013,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,3,,,
p013,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,3,,,
p013,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,3,,,
p013,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,3,,,
p013,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,3,,,
p013,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,3,,,
p013,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,3,,,
p013,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,3,,,
p013,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,3,,,
p013,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,3,,,
p013,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,3,,,
p013,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,3,,,
p013,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,3,,,
p013,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,3,,,
p013,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,3,,,
p013,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,3,,,
p013,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,3,,,
p013,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,3,,,
p013,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,3,,,
p013,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,3,,,
p013,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,3,,,
p013,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,3,,,
p013,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,3,,,
p013,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,3,,,
p013,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,3,,,
p013,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,3,,,
p013,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,3,,,
p013,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,3,,,
p013,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,3,,,
p014,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,3,,,
p014,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,3,,,
p014,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,3,,,
p014,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,3,,,
p014,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,3,,,
p014,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,3,,,
p014,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,3,,,
p014,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,3,,,
p014,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,3,,,
p014,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,3,,,
p014,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,3,,,
p014,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,3,,,
p014,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,3,,,
p014,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,3,,,
p014,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,3,,,
p014,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,3,,,
p014,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,3,,,
p014,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,3,,,
p014,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,3,,,
p014,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,3,,,
p014,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,3,,,
p014,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,3,,,
p014,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,3,,,
p014,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,3,,,
p014,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,3,,,
p014,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,3,,,
p014,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,3,,,
p014,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,3,,,
p014,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,3,,,
p014,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,3,,,
p014,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,3,,,
p014,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,3,,,
p014,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,3,,,
p014,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,3,,,
p014,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,3,,,
p014,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,3,,,
p014,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,3,,,
p014,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,3,,,
p014,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,3,,,
p014,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,3,,,
p014,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,3,,,
p014,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,3,,,
p014,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,3,,,
p014,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,3,,,
p014,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,3,,,
p014,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,3,,,
p014,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,3,,,
p014,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,3,,,
p014,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,3,,,
p014,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,3,,,
p014,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,3,,,
p014,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,3,,,
p014,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,3,,,
p014,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,3,,,
p014,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,3,,,
p014,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,3,,,
p014,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,3,,,
p014,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,3,,,
p014,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,3,,,
p014,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,3,,,
p014,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,3,,,
p014,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,3,,,
p014,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,3,,,
p014,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,3,,,
p014,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,3,,,
p014,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,3,,,
p014,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,3,,,
p014,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,3,,,
p014,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,3,,,
p014,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,3,,,
p014,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,3,,,
p014,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,3,,,
p015,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,3,,,
p015,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,3,,,
p015,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,3,,,
p015,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,3,,,
p015,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,3,,,
p015,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,3,,,
p015,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,3,,,
p015,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,3,,,
p015,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,3,,,
p015,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,3,,,
p015,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,3,,,
p015,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,3,,,
p015,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,3,,,
p015,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,3,,,
p015,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,3,,,
p015,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,3,,,
p015,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,3,,,
p015,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,3,,,
p015,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,3,,,
p015,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,3,,,
p015,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,3,,,
p015,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,3,,,
p015,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,3,,,
p015,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,3,,,
p015,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,3,,,
p015,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,3,,,
p015,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,3,,,
p015,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,3,,,
p015,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,3,,,
p015,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,3,,,
p015,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,3,,,
p015,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,3,,,
p015,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,3,,,
p015,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,3,,,
p015,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,3,,,
p015,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,3,,,
p015,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,3,,,
p015,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,3,,,
p015,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,3,,,
p015,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,3,,,
p015,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,3,,,
p015,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,3,,,
p015,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,3,,,
p015,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,3,,,
p015,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,3,,,
p015,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,3,,,
p015,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,3,,,
p015,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,3,,,
p015,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,3,,,
p015,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,3,,,
p015,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,3,,,
p015,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,3,,,
p015,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,3,,,
p015,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,3,,,
p015,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,3,,,
p015,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,3,,,
p015,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,3,,,
p015,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,3,,,
p015,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,3,,,
p015,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,3,,,
p015,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,3,,,
p015,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,3,,,
p015,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,3,,,
p015,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,3,,,
p015,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,3,,,
p015,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,3,,,
p015,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,3,,,
p015,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,3,,,
p015,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,3,,,
p015,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,3,,,
p015,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,3,,,
p015,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,3,,,
p016,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,3,,,
p016,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,3,,,
p016,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,3,,,
p016,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,3,,,
p016,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,3,,,
p016,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,3,,,
p016,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,3,,,
p016,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,3,,,
p016,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,3,,,
p016,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,3,,,
p016,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,3,,,
p016,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,3,,,
p016,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,3,,,
p016,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,3,,,
p016,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,3,,,
p016,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,3,,,
p016,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,3,,,
p016,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,3,,,
p016,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,3,,,
p016,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,3,,,
p016,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,3,,,
p016,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,3,,,
p016,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,3,,,
p016,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,3,,,
p016,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,3,,,
p016,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,3,,,
p016,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,3,,,
p016,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,3,,,
p016,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,3,,,
p016,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,3,,,
p016,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,3,,,
p016,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,3,,,
p016,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,3,,,
p016,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,3,,,
p016,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,3,,,
p016,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,3,,,
p016,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,3,,,
p016,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,3,,,
p016,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,3,,,
p016,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,3,,,
p016,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,3,,,
p016,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,3,,,
p016,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,3,,,
p016,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,3,,,
p016,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,3,,,
p016,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,3,,,
p016,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,3,,,
p016,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,3,,,
p016,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,3,,,
p016,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,3,,,
p016,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,3,,,
p016,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,3,,,
p016,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,3,,,
p016,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,3,,,
p016,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,3,,,
p016,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,3,,,
p016,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,3,,,
p016,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,3,,,
p016,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,3,,,
p016,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,3,,,
p016,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,3,,,
p016,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,3,,,
p016,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,3,,,
p016,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,3,,,
p016,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,3,,,
p016,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,3,,,
p016,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,3,,,
p016,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,3,,,
p016,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,3,,,
p016,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,3,,,
p016,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,3,,,
p016,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,3,,,
p017,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,3,,,
p017,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,3,,,
p017,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,3,,,
p017,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,3,,,
p017,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,3,,,
p017,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,3,,,
p017,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,3,,,
p017,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,3,,,
p017,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,3,,,
p017,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,3,,,
p017,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,3,,,
p017,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,3,,,
p017,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,3,,,
p017,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,3,,,
p017,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,3,,,
p017,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,3,,,
p017,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,3,,,
p017,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,3,,,
p017,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,3,,,
p017,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,3,,,
p017,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,3,,,
p017,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,3,,,
p017,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,3,,,
p017,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,3,,,
p017,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,3,,,
p017,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,3,,,
p017,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,3,,,
p017,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,3,,,
p017,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,3,,,
p017,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,3,,,
p017,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,3,,,
p017,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,3,,,
p017,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,3,,,
p017,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,3,,,
p017,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,3,,,
p017,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,3,,,
p017,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,3,,,
p017,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,3,,,
p017,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,3,,,
p017,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,3,,,
p017,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,3,,,
p017,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,3,,,
p017,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,3,,,
p017,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,3,,,
p017,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,3,,,
p017,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,3,,,
